dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1629007200,4,540.73,2.93,15.94,71.53,20.27,27.82,31.95,5.57
1629010800,4,480.65,2.21,11.31,85.12,15.74,30.04,33.22,5.13
1629014400,4,480.65,2.07,13.02,78.68,16.45,28.8,31.77,5.45
1629018000,4,500.68,1.9,16.79,65.09,18.12,26.78,29.91,6.02
1629021600,4,1094.82,3.69,35.3,32.19,23.13,39.6,46.95,12.03
1629025200,5,1842.5,11.4,46.61,4.25,25.99,59.05,72.46,16.21
1629028800,5,2216.34,21.46,39.76,0.02,26.23,77.49,96.15,16.21
1629032400,5,3070.83,40.23,35.3,0.0,32.42,121.04,150.4,17.73
1629036000,5,4058.84,59.9,31.19,0.0,35.29,172.47,214.4,19.25
1629039600,5,4592.9,69.74,26.73,0.0,34.81,206.28,256.6,21.28
1629043200,5,4806.52,75.1,22.62,0.0,31.47,217.68,270.8,21.03
1629046800,5,4539.49,75.1,19.36,0.0,24.8,201.67,247.8,16.21
1629050400,5,4058.84,71.53,17.99,0.0,24.32,181.2,218.48,14.31
1629054000,5,3124.24,54.54,19.54,0.0,23.37,149.46,176.97,14.06
1629057600,5,2777.1,46.94,19.54,0.0,23.37,142.76,167.24,14.44
1629061200,5,2696.99,46.05,19.88,0.0,25.03,146.24,170.25,14.57
1629064800,5,2616.88,46.94,21.25,0.0,27.9,147.39,171.63,13.93
1629068400,5,2643.59,49.62,21.76,0.0,32.42,148.2,173.15,13.81
1629072000,5,2990.72,58.12,23.31,0.93,43.39,160.02,188.7,16.97
1629075600,5,1895.9,43.36,41.81,11.27,71.53,101.25,118.99,13.3
1629079200,5,1735.69,32.19,56.89,33.62,78.2,97.13,114.64,13.43
1629082800,5,1508.71,15.2,58.95,89.41,69.62,106.2,123.24,12.54
1629086400,5,827.79,4.41,25.36,124.45,35.29,64.05,72.12,7.22
1629090000,5,674.25,2.74,18.85,147.34,31.47,62.2,67.81,5.95
1629093600,5,687.6,2.29,19.19,177.38,35.29,72.43,77.93,5.95
1629097200,5,687.6,1.87,19.36,188.83,35.76,75.82,81.37,5.95
1629100800,5,714.3,1.93,24.33,174.52,38.62,73.26,79.05,6.46
1629104400,5,781.06,1.82,33.59,154.5,45.3,71.15,77.45,7.35
1629108000,5,1602.17,2.35,71.97,105.86,66.76,95.62,106.7,14.31
1629111600,5,3204.35,0.95,135.72,48.64,94.41,157.98,177.56,22.8
1629115200,5,4592.9,0.37,175.48,15.38,102.04,233.92,262.58,23.56
1629118800,5,4753.11,1.7,157.65,5.59,85.83,265.22,301.56,19.76
1629122400,5,4219.06,4.14,120.64,1.77,69.62,260.43,300.03,16.97
1629126000,5,3898.62,6.76,101.45,0.62,65.8,269.89,309.95,16.47
1629129600,5,3685.0,9.05,91.85,0.36,61.99,282.61,319.88,15.45
1629133200,5,3791.81,17.88,82.25,0.01,51.02,290.67,325.15,13.68
1629136800,5,3738.4,25.03,74.03,0.0,43.39,285.48,312.51,12.92
1629140400,5,3524.78,27.05,67.17,0.0,35.76,264.55,285.05,12.03
1629144000,5,3364.56,26.6,65.12,0.0,32.42,245.69,261.54,9.88
1629147600,5,3417.97,24.59,69.23,0.0,33.38,238.9,251.25,7.79
1629151200,5,2643.59,13.41,78.83,0.07,46.73,189.29,196.86,3.71
1629154800,5,2189.64,12.41,68.55,0.08,50.07,171.11,178.51,3.17
1629158400,5,1922.61,16.09,57.58,0.19,54.84,166.05,175.37,4.24
1629162000,5,1895.9,20.79,57.58,0.92,66.76,166.64,177.59,5.45
1629165600,5,1869.2,23.02,63.06,1.25,80.11,161.36,173.13,6.9
1629169200,5,1789.09,24.59,67.86,1.03,92.51,146.94,159.29,8.99
1629172800,5,1308.44,3.21,67.86,22.35,71.53,112.18,120.33,5.32
1629176400,5,1134.87,1.7,62.38,27.18,69.62,84.57,91.56,5.64
1629180000,5,1121.52,2.77,63.75,25.39,74.39,72.08,79.25,6.59
1629183600,5,1228.33,5.36,70.6,19.67,84.88,68.88,76.68,7.6
1629187200,5,1482.01,11.62,89.11,12.34,108.72,80.44,89.88,9.63
1629190800,5,1682.28,14.75,102.82,9.66,119.21,91.6,102.43,10.64
1629194400,5,2082.82,20.34,108.3,3.93,111.58,103.91,116.84,13.17
1629198000,5,2857.21,42.02,111.04,0.23,115.4,130.89,148.36,16.97
1629201600,5,3578.19,64.37,109.67,0.0,121.12,168.53,191.81,19.76
1629205200,5,5874.63,111.76,97.33,0.0,107.77,269.87,315.04,30.91
1629208800,5,9078.98,178.81,82.94,0.0,99.18,425.35,497.06,39.01
1629212400,5,11642.46,236.03,71.97,0.0,97.28,587.85,662.36,42.56
1629216000,5,13137.82,271.8,61.69,0.0,83.92,692.14,748.49,34.96
1629219600,5,12496.95,268.22,50.72,0.0,58.17,671.12,709.78,18.75
1629223200,5,10253.91,225.31,43.87,0.0,42.44,559.22,583.21,11.27
1629226800,5,4486.08,80.47,60.32,0.0,47.21,277.54,288.25,6.33
1629230400,5,2990.72,38.45,58.26,0.0,34.81,214.64,221.81,5.95
1629234000,5,2323.15,20.56,56.21,0.02,32.9,186.45,192.1,5.7
1629237600,5,1789.09,8.05,59.63,0.41,38.15,160.26,165.5,4.69
1629241200,5,1602.17,5.03,58.26,1.23,39.1,146.81,153.1,5.45
1629244800,5,1628.88,5.36,56.89,1.92,41.49,138.03,146.53,7.22
1629248400,5,1815.8,13.3,58.95,5.99,53.88,132.59,144.0,9.12
1629252000,5,2056.12,24.36,66.49,12.16,74.39,133.74,148.07,11.27
1629255600,5,2216.34,29.95,82.94,25.03,100.14,145.16,161.7,13.43
1629259200,5,1695.63,11.51,80.88,62.94,88.69,117.36,128.9,10.26
1629262800,5,1602.17,8.38,85.68,82.97,97.28,117.1,127.24,9.88
1629266400,5,1815.8,7.49,100.08,101.57,121.12,143.61,154.68,10.39
1629270000,5,1949.31,5.59,109.67,120.16,133.51,172.46,184.47,9.75
1629273600,5,2002.72,3.41,111.04,128.75,127.79,198.91,211.5,8.61
1629277200,5,1949.31,1.43,97.33,131.61,105.86,204.35,216.23,7.85
1629280800,5,2082.82,0.47,90.48,100.14,88.69,200.87,213.22,9.75
1629284400,5,2323.15,0.06,85.0,55.79,74.39,192.3,205.7,11.91
1629288000,5,2323.15,0.01,71.97,31.83,59.13,173.78,187.87,12.67
1629291600,5,2483.37,0.62,69.23,13.59,57.7,169.02,184.86,13.05
1629295200,5,2670.29,5.25,68.55,1.57,62.94,175.14,193.54,13.68
1629298800,5,2830.51,14.53,64.43,0.04,69.62,186.4,207.36,15.07
1629302400,5,4112.24,43.36,58.95,0.0,68.67,255.39,291.26,23.56
1629306000,5,5607.61,82.25,52.78,0.0,66.76,334.92,381.03,30.4
1629309600,5,6462.1,111.76,50.72,0.0,76.29,390.37,430.42,41.54
1629313200,5,6301.88,113.55,50.72,0.0,82.02,404.93,439.4,55.22
1629316800,5,5874.63,105.5,46.61,0.0,71.53,396.67,426.47,53.7
1629320400,5,5554.2,101.03,43.87,0.0,60.08,395.19,423.13,40.53
1629324000,5,4966.74,85.83,58.95,0.0,59.13,372.78,399.56,22.8
1629327600,5,4592.9,76.0,61.69,0.0,55.79,357.23,383.31,16.21
1629331200,5,4646.3,73.31,56.89,0.21,55.79,349.05,378.15,16.47
1629334800,5,3231.05,59.9,67.86,2.33,85.83,248.3,266.93,10.51
1629338400,5,3124.24,65.27,73.34,5.23,103.95,226.4,244.57,12.54
1629342000,5,3070.83,61.69,87.74,9.92,121.12,220.9,239.53,15.07
1629345600,5,1815.8,15.87,67.86,33.62,72.48,123.04,132.94,9.37
1629349200,5,1415.25,6.15,56.89,50.07,60.56,91.28,98.38,7.92
1629352800,5,1455.31,4.58,64.43,53.64,68.67,92.07,99.06,8.36
1629356400,5,1562.12,5.98,75.4,48.64,81.06,96.7,104.51,9.5
1629360000,5,1682.28,9.16,84.31,45.06,96.32,106.82,116.25,10.89
1629363600,5,1735.69,8.38,80.2,45.42,94.41,110.43,120.91,10.64
1629367200,5,2056.12,8.61,78.14,26.82,83.92,116.41,129.69,11.91
1629370800,5,2483.37,14.31,76.08,3.4,72.48,121.77,139.0,12.92
1629374400,5,2643.59,22.35,62.38,0.01,60.56,124.37,143.93,13.55
1629378000,5,4379.27,59.01,55.52,0.0,61.99,208.76,244.62,21.03
1629381600,5,6729.13,108.18,48.67,0.0,68.67,335.16,391.04,28.12
1629385200,5,8331.3,146.63,42.84,0.0,76.29,438.78,508.63,36.99
1629388800,5,9613.04,180.6,40.1,0.0,85.83,520.38,583.71,45.6
1629392400,5,10894.78,223.52,41.81,0.0,92.51,597.04,645.01,44.58
1629396000,5,12069.7,261.07,50.72,0.0,106.81,670.01,707.74,45.09
1629399600,5,12390.14,282.53,59.63,0.0,123.98,712.03,744.63,52.69
1629403200,5,12283.33,293.26,69.23,0.0,152.59,739.25,769.05,68.9
1629406800,5,12390.14,300.41,80.2,0.0,185.01,774.53,801.31,85.12
1629410400,5,12390.14,311.14,94.59,0.0,217.44,806.07,833.32,102.34
1629414000,5,12176.51,314.71,97.33,0.0,225.07,811.92,844.52,102.34
1629417600,5,11535.65,293.26,75.4,0.05,169.75,737.18,780.95,68.9
1629421200,5,3204.35,97.45,56.89,1.3,117.3,191.29,212.96,11.02
1629424800,5,2403.26,67.95,52.09,3.98,99.18,111.75,129.46,12.79
1629428400,5,2189.64,59.01,60.32,8.58,107.77,91.54,106.93,13.81
1629432000,5,1468.66,24.59,62.38,22.71,80.11,69.89,81.43,9.25
1629435600,5,1375.2,15.42,69.92,28.97,84.88,70.66,81.62,9.75
1629439200,5,1415.25,8.94,75.4,31.83,87.74,77.2,88.5,10.26
1629442800,5,1335.14,5.25,70.6,38.27,78.2,75.07,85.56,9.75
1629446400,5,1255.04,4.3,63.75,43.63,72.48,70.24,79.33,9.5
1629450000,5,1161.58,3.16,55.52,46.49,63.9,63.18,70.87,8.87
1629453600,5,1161.58,1.59,52.09,38.62,56.27,56.69,63.75,8.74
1629457200,5,1228.33,0.57,54.15,20.92,52.93,54.58,62.38,9.25
1629460800,5,1268.39,1.08,53.47,9.3,50.55,55.4,64.49,9.88
1629464400,5,1375.2,4.3,51.41,2.77,51.02,59.45,70.99,10.77
1629468000,5,1441.96,11.4,45.24,0.22,52.45,63.62,78.3,11.53
1629471600,5,1495.36,18.11,40.1,0.02,52.45,66.85,84.11,12.29
1629475200,5,1668.93,25.71,35.64,0.0,50.07,74.38,94.9,13.05
1629478800,5,1842.5,32.19,32.9,0.0,44.35,79.69,102.08,12.16
1629482400,5,1762.39,31.74,31.19,0.0,36.24,78.0,96.89,10.64
1629486000,5,1922.61,33.53,27.76,0.0,31.47,89.63,106.9,17.73
1629489600,5,2323.15,43.81,26.73,0.0,43.39,115.8,133.76,36.48
1629493200,5,2723.69,58.12,28.45,0.0,63.9,145.6,163.09,55.73
1629496800,5,3204.35,76.89,31.53,0.0,88.69,180.2,197.47,73.97
1629500400,5,3578.19,91.2,32.9,0.0,101.09,209.7,228.82,86.13
1629504000,5,4219.06,101.92,28.1,0.35,86.78,238.89,264.54,71.94
1629507600,5,1655.58,53.2,34.62,5.72,74.39,90.19,101.56,12.16
1629511200,5,1655.58,43.81,52.78,18.6,82.97,91.18,102.78,11.91
1629514800,5,1695.63,27.05,75.4,54.36,91.55,112.32,124.61,12.03
1629518400,5,1028.06,7.71,41.81,114.44,54.84,78.03,85.0,7.73
1629522000,5,807.76,3.07,25.02,164.51,43.39,83.62,89.01,6.33
1629525600,5,787.74,1.76,19.19,208.86,43.39,102.09,107.42,6.14
1629529200,5,714.3,1.26,15.08,211.72,36.72,96.72,101.75,5.83
1629532800,5,634.19,1.22,13.88,177.38,27.9,77.43,81.95,5.83
1629536400,5,600.82,1.12,13.88,147.34,21.94,64.82,68.83,5.95
1629540000,5,867.84,1.52,26.73,110.15,26.23,69.47,75.11,9.25
1629543600,5,1241.68,0.54,40.44,66.52,29.33,80.67,89.33,13.17
1629547200,5,1428.6,0.0,43.87,39.34,28.61,88.99,100.33,13.43
1629550800,5,1642.23,0.08,50.04,22.35,30.99,100.02,114.97,13.05
1629554400,5,1708.98,0.49,50.72,11.44,30.04,106.23,123.98,12.41
1629558000,5,1668.93,1.15,46.61,6.71,26.46,106.67,125.12,11.91
1629561600,5,1535.42,1.41,42.16,5.41,22.41,99.85,116.9,10.89
1629565200,5,1348.5,0.99,37.7,6.26,19.55,87.11,101.02,8.74
1629568800,5,1174.93,0.55,34.27,8.85,19.31,75.76,87.36,7.6
1629572400,5,1054.76,0.48,31.19,9.66,17.88,67.08,77.43,6.84
1629576000,5,1134.87,2.18,31.19,3.04,17.64,69.16,79.66,7.66
1629579600,5,1241.68,7.71,29.47,0.2,20.5,74.91,85.66,9.5
1629583200,5,1361.85,15.65,26.73,0.01,24.56,80.33,91.92,10.89
1629586800,5,1388.55,20.12,21.59,0.0,25.27,77.76,90.09,10.64
1629590400,5,1388.55,19.89,18.68,0.97,25.99,67.33,79.71,10.26
1629594000,4,1068.12,15.2,21.59,5.5,30.52,44.57,53.04,7.98
1629597600,4,1068.12,15.42,24.33,7.6,34.33,42.48,50.58,8.49
1629601200,4,1028.06,12.74,28.1,8.14,37.19,40.93,48.41,8.87
1629604800,3,647.54,3.74,20.91,20.39,22.41,22.44,26.48,5.51
1629608400,2,514.03,2.38,17.31,25.03,19.07,14.53,17.33,4.69
1629612000,2,473.98,2.07,16.28,29.33,18.6,11.83,14.26,4.5
1629615600,2,460.63,1.55,16.62,32.19,18.36,11.22,13.41,4.37
1629619200,2,500.68,1.13,20.22,31.83,20.74,14.17,16.38,4.56
1629622800,2,567.44,0.48,22.96,32.19,21.46,19.12,21.36,4.5
1629626400,3,694.28,0.25,29.13,24.68,24.8,24.74,27.45,5.0
1629630000,4,814.44,0.42,33.59,14.48,26.46,28.3,31.79,5.76
1629633600,4,854.49,0.85,32.9,9.12,25.27,28.97,33.41,6.21
1629637200,4,947.95,2.6,34.62,3.71,28.13,32.92,39.51,7.54
1629640800,4,1028.06,5.76,33.59,0.82,29.56,37.96,47.05,8.74
1629644400,4,1108.17,8.94,31.53,0.21,28.61,42.86,54.05,9.5
1629648000,4,1188.28,11.96,29.47,0.05,26.23,46.88,59.36,9.5
1629651600,4,1201.63,14.53,27.08,0.01,23.13,47.03,57.88,8.61
1629655200,4,1214.98,18.77,25.02,0.0,25.03,48.59,58.86,8.87
1629658800,4,1161.58,19.67,22.62,0.0,24.32,48.47,58.51,9.12
1629662400,4,1108.17,18.11,21.08,0.0,23.13,46.48,55.74,8.74
1629666000,4,1054.76,17.43,20.91,0.01,23.37,45.28,54.01,8.23
1629669600,4,1041.41,18.33,21.25,0.01,25.75,44.92,53.38,7.98
1629673200,4,1028.06,19.45,21.08,0.01,28.61,44.3,53.11,8.23
1629676800,4,1094.82,21.68,20.74,0.34,33.38,44.9,55.47,9.5
1629680400,4,1108.17,25.03,21.42,1.17,40.53,41.77,51.9,9.12
1629684000,4,1041.41,22.8,20.91,2.71,38.15,36.56,45.32,8.36
1629687600,4,841.14,13.64,21.42,8.14,30.52,29.02,35.47,7.09
1629691200,2,534.06,2.54,17.31,29.33,17.17,16.38,19.67,4.43
1629694800,2,487.33,1.37,17.31,34.69,17.17,13.18,15.81,4.18
1629698400,2,494.0,1.1,18.68,34.33,18.6,12.7,15.22,4.43
1629702000,2,534.06,0.95,21.76,31.11,20.74,14.0,16.62,4.88
1629705600,2,587.46,0.75,24.68,25.75,21.94,16.11,18.79,4.94
1629709200,2,607.49,0.39,25.71,21.99,20.5,16.71,19.29,4.12
1629712800,2,727.65,1.03,30.5,11.62,21.94,19.1,22.49,4.43
1629716400,3,934.6,5.87,32.9,1.83,26.46,24.47,29.61,5.76
1629720000,4,1121.52,13.97,29.82,0.09,31.95,32.15,39.74,7.85
1629723600,5,1522.06,27.72,29.13,0.0,41.96,50.93,64.11,11.91
1629727200,5,1869.2,37.1,27.42,0.0,43.87,69.01,88.59,14.19
1629730800,5,1949.31,38.0,25.36,0.0,39.1,75.42,98.26,14.82
1629734400,5,1815.8,34.87,23.65,0.0,33.38,69.84,91.76,13.43
1629738000,5,1548.77,31.74,22.96,0.0,30.04,57.11,73.91,10.51
1629741600,4,1281.74,28.61,22.96,0.0,30.99,48.16,60.31,8.87
1629745200,4,1134.87,25.48,22.62,0.0,29.8,44.82,55.13,8.36
1629748800,5,1214.98,27.72,21.42,0.0,29.09,51.22,62.13,9.63
1629752400,5,1361.85,34.42,20.74,0.0,32.9,61.81,73.91,11.4
1629756000,5,1562.12,45.6,20.74,0.0,40.53,74.82,88.59,13.05
1629759600,5,1655.58,51.41,19.88,0.0,44.82,79.63,95.44,12.67
1629763200,5,1708.98,50.52,20.22,0.61,50.55,75.7,93.45,13.05
1629766800,5,1308.44,42.02,23.65,3.22,58.65,51.2,63.55,10.01
1629770400,4,1241.68,33.53,25.71,5.14,52.45,44.15,54.59,8.99
1629774000,4,1028.06,19.67,27.42,5.9,41.01,35.09,42.56,7.54
1629777600,3,720.98,7.82,24.68,8.58,27.42,21.59,25.76,5.13
1629781200,2,620.84,6.82,23.65,10.55,28.13,16.53,19.96,4.75
1629784800,2,627.52,7.1,25.02,11.62,31.47,15.77,19.23,5.0
1629788400,2,627.52,5.7,25.71,13.05,30.04,15.35,18.7,5.0
1629792000,2,654.22,4.36,27.76,11.62,29.33,16.15,19.4,5.0
1629795600,2,694.28,3.21,30.16,8.23,28.37,17.31,20.5,4.94
1629799200,3,841.14,7.26,33.24,1.99,33.38,20.76,24.61,5.57
1629802800,4,1054.76,17.66,31.53,0.13,40.53,26.72,32.03,6.59
1629806400,4,1201.63,24.81,30.85,0.0,45.3,33.38,40.48,7.73
1629810000,4,1468.66,34.42,31.87,0.0,52.45,46.56,58.1,10.64
1629813600,5,1602.17,37.1,31.53,0.0,51.02,55.55,71.63,12.16
1629817200,5,1522.06,31.29,30.16,0.0,41.96,54.11,71.12,11.78
1629820800,4,1361.85,25.03,28.45,0.0,33.38,47.36,61.34,10.39
1629824400,4,1174.93,21.23,26.39,0.0,28.61,38.81,49.43,8.49
1629828000,4,1014.71,19.0,23.99,0.0,26.94,34.16,42.81,7.79
1629831600,4,894.55,16.09,21.59,0.01,24.32,30.57,37.74,7.16
1629835200,4,854.49,16.99,20.74,0.0,25.99,30.16,36.66,7.09
1629838800,4,867.84,21.01,20.91,0.0,31.47,32.42,38.93,7.41
1629842400,4,907.9,26.82,21.42,0.0,39.1,34.99,41.45,7.47
1629846000,4,907.9,27.72,21.25,0.0,40.53,34.76,41.15,7.16
1629849600,4,988.01,26.38,20.74,0.13,38.62,34.51,41.35,7.41
1629853200,4,1041.41,26.82,20.22,0.37,39.58,31.35,38.11,7.09
1629856800,4,1001.36,25.48,19.19,0.48,37.67,26.78,32.94,6.4
1629860400,3,847.82,20.12,19.02,0.55,33.38,21.41,26.35,5.64
1629864000,2,654.22,10.28,20.74,1.3,25.03,15.5,19.08,4.5
1629867600,2,600.82,7.6,21.76,2.01,24.8,13.44,16.51,4.18
1629871200,2,580.79,5.7,22.96,3.44,24.56,12.48,15.32,4.12
1629874800,2,620.84,6.48,24.33,4.78,26.7,14.04,17.17,4.56
1629878400,2,714.3,8.38,27.42,4.02,30.28,17.69,21.38,5.07
1629882000,3,781.06,8.61,29.47,4.38,30.52,20.14,24.0,4.88
1629885600,3,894.55,9.61,31.87,7.42,30.99,23.63,28.02,5.19
1629889200,4,1028.06,9.16,36.33,1.79,31.95,27.92,33.07,5.89
1629892800,4,1081.47,11.06,33.59,0.19,31.47,32.07,38.27,6.71
1629896400,4,1174.93,15.2,32.56,0.05,35.76,38.63,46.0,7.85
1629900000,4,1201.63,17.66,31.53,0.02,37.67,42.63,50.47,8.36
1629903600,4,1214.98,19.0,29.82,0.01,37.19,44.8,52.99,8.74
1629907200,4,1295.09,21.68,28.1,0.0,36.24,47.98,56.52,8.99
1629910800,4,1361.85,25.93,26.73,0.0,34.33,49.74,57.7,8.23
1629914400,5,1375.2,29.5,25.36,0.0,34.81,50.94,58.14,8.04
1629918000,4,1281.74,27.72,23.31,0.0,31.47,49.13,55.75,7.85
1629921600,4,1121.52,23.25,21.42,0.0,27.66,43.5,49.25,7.22
1629925200,4,1001.36,20.34,20.56,0.0,26.94,37.7,42.52,6.46
1629928800,4,881.2,19.45,20.22,0.0,29.8,31.09,34.98,5.45
1629932400,4,841.14,19.45,19.02,0.0,29.56,27.89,31.45,5.13
1629936000,4,881.2,19.22,18.17,0.03,29.09,26.47,30.58,5.45
1629939600,3,894.55,19.45,18.51,0.14,30.28,22.82,27.32,5.32
1629943200,3,881.2,20.34,18.85,0.29,33.38,20.48,25.33,5.51
1629946800,2,814.44,19.45,19.88,0.94,35.76,19.39,24.3,5.76
1629950400,2,741.01,16.76,22.28,3.17,36.72,18.84,23.7,6.02
1629954000,2,707.63,14.75,26.39,5.14,40.05,19.13,23.95,6.21
1629957600,2,714.3,13.41,29.82,7.51,42.92,19.91,24.63,6.27
1629961200,3,714.3,11.62,30.85,11.0,41.96,20.35,24.83,5.95
1629964800,3,781.06,10.62,33.24,9.12,41.01,22.53,27.18,6.02
1629968400,4,867.84,10.17,33.93,7.96,37.67,25.2,29.96,5.64
1629972000,4,1041.41,11.85,37.36,8.76,38.15,30.93,36.32,6.02
1629975600,4,1308.44,17.43,43.87,1.08,46.25,39.76,46.79,7.35
1629979200,5,1562.12,28.61,43.53,0.0,56.27,51.4,60.88,9.37
1629982800,5,2616.88,54.99,45.24,0.0,68.67,95.84,112.42,15.2
1629986400,5,3845.22,78.68,42.16,0.0,69.62,152.32,177.28,20.27
1629990000,5,4486.08,89.41,38.04,0.0,68.67,190.53,220.84,23.81
1629993600,5,4486.08,89.41,34.96,0.0,61.04,196.74,225.65,22.29
1629997200,5,3845.22,76.89,33.59,0.0,48.64,162.2,183.2,14.95
1630000800,5,2883.91,58.12,33.93,0.0,41.96,120.83,134.38,10.39
1630004400,5,2109.53,39.79,33.93,0.0,35.76,90.36,99.72,8.87
1630008000,5,2082.82,39.34,30.5,0.0,31.95,94.64,104.34,10.51
1630011600,5,2243.04,45.15,27.76,0.0,34.33,106.46,117.1,12.67
1630015200,5,2510.07,57.22,26.05,0.0,41.01,124.26,135.94,14.31
1630018800,5,2777.1,70.63,24.68,0.0,50.07,139.03,152.23,15.71
1630022400,5,3231.05,86.73,26.39,0.12,68.67,157.47,174.74,20.52
1630026000,5,2937.32,94.77,32.9,0.26,99.18,134.75,150.86,18.24
1630029600,5,2857.21,99.24,35.3,0.47,106.81,123.46,140.04,16.72
1630033200,5,2243.04,79.57,35.99,1.0,98.23,95.44,109.58,14.57
1630036800,4,1028.06,23.69,33.59,4.16,50.07,37.7,43.93,7.41
1630040400,3,781.06,11.4,32.9,6.08,40.05,24.85,29.38,6.4
1630044000,4,814.44,9.5,37.36,6.8,42.92,25.63,30.17,6.84
1630047600,4,921.25,8.38,43.18,6.08,46.25,30.03,34.85,7.28
1630051200,4,1014.71,7.26,44.55,4.92,44.82,34.85,39.6,6.84
1630054800,4,1028.06,4.81,41.13,5.41,38.15,35.66,40.0,5.76
1630058400,4,1121.52,7.04,40.78,3.44,37.19,38.52,43.56,6.08
1630062000,4,1348.5,16.32,42.16,0.38,45.78,46.1,52.83,7.47
1630065600,5,1535.42,27.94,41.47,0.0,57.22,55.7,64.59,9.75
1630069200,5,4005.43,86.73,45.93,0.0,84.88,162.56,191.94,27.87
1630072800,5,7690.43,171.66,50.72,0.0,110.63,347.71,405.03,45.09
1630076400,5,10787.96,246.76,54.15,0.0,131.61,535.15,615.28,63.33
1630080000,5,13244.63,303.98,56.21,0.0,143.05,686.95,771.74,71.94
1630083600,5,14312.74,343.32,54.84,0.0,115.4,750.93,811.5,47.12
1630087200,5,13458.25,343.32,50.72,0.0,80.11,728.58,766.8,23.56
1630090800,5,9078.98,250.34,45.93,0.0,62.94,517.25,538.71,12.03
1630094400,5,6408.69,184.18,40.44,0.0,50.07,383.01,397.37,9.25
1630098000,5,4913.33,150.2,39.41,0.0,48.64,304.27,315.25,7.47
1630101600,5,3177.64,114.44,41.81,0.0,60.08,213.62,222.74,5.76
1630105200,5,2536.77,99.24,41.13,0.0,62.94,176.06,185.42,6.78
1630108800,5,2349.85,91.2,38.73,0.23,67.71,155.81,167.05,9.12
1630112400,5,1976.01,76.89,36.33,1.32,76.29,116.32,127.47,9.37
1630116000,5,1949.31,71.53,40.1,1.72,81.06,104.34,116.42,10.26
1630119600,5,1762.39,54.54,43.53,1.08,73.43,89.23,101.08,10.13
1630123200,5,1148.22,19.22,41.47,3.67,44.82,53.02,60.57,7.03
1630126800,4,894.55,7.49,39.41,9.12,36.24,37.04,42.49,6.14
1630130400,4,814.44,4.81,38.73,16.45,35.29,33.7,38.49,6.02
1630134000,4,761.03,4.3,33.24,31.47,32.42,30.91,35.05,5.7
1630137600,4,807.76,3.58,38.04,34.33,37.67,32.08,36.15,6.27
1630141200,4,947.95,3.86,48.67,29.68,47.68,39.15,43.74,7.47
1630144800,5,1415.25,8.49,69.23,11.8,63.9,56.83,64.33,10.39
1630148400,5,2109.53,25.48,78.83,0.78,77.25,81.29,93.22,13.3
1630152000,5,2777.1,48.28,78.14,0.0,90.6,110.09,126.67,16.47
1630155600,5,4806.52,96.56,72.66,0.0,99.18,204.3,238.35,31.67
1630159200,5,7156.37,146.63,64.43,0.0,107.77,326.84,383.24,53.2
1630162800,5,8651.73,180.6,60.32,0.0,127.79,431.36,504.99,81.06
1630166400,5,9185.79,194.91,58.26,0.0,135.42,484.41,561.76,97.28
1630170000,5,9078.98,198.48,50.72,0.0,104.9,487.38,556.35,71.94
1630173600,5,8544.92,194.91,43.87,0.0,68.67,465.44,521.37,36.99
1630177200,5,5928.04,132.32,44.55,0.0,53.41,317.43,344.48,20.01
1630180800,5,4165.65,89.41,43.18,0.0,41.49,221.18,236.82,13.55
1630184400,5,3204.35,65.27,42.5,0.0,37.67,169.63,180.38,10.89
1630188000,5,2056.12,36.66,43.87,0.0,41.01,109.56,116.34,7.79
1630191600,5,1535.42,23.69,37.7,0.0,37.19,76.03,81.64,7.03
1630195200,5,1321.79,19.89,30.85,0.06,35.29,57.48,63.31,7.41
1630198800,4,1255.04,19.45,30.16,0.63,38.15,46.23,52.53,7.47
1630202400,4,1148.22,15.65,31.87,1.99,37.67,36.13,42.31,6.97
1630206000,4,988.01,9.05,31.53,5.9,33.38,27.93,33.52,6.33
1630209600,2,774.38,3.16,25.02,18.06,24.32,18.93,22.83,4.69
1630213200,2,694.28,2.4,22.28,28.61,23.13,16.43,19.51,4.24
1630216800,2,687.6,2.38,22.62,39.7,24.8,17.21,20.15,4.31
1630220400,2,687.6,2.12,23.31,45.78,25.51,17.95,20.92,4.56
1630224000,3,747.68,2.52,30.16,39.7,31.47,20.67,24.1,5.45
1630227600,4,867.84,3.24,41.13,28.61,41.01,25.39,29.52,6.59
1630231200,4,1134.87,6.93,60.32,10.91,59.13,36.27,41.97,8.61
1630234800,5,1522.06,19.67,73.34,0.71,80.11,52.66,60.7,11.02
1630238400,5,1869.2,34.42,75.4,0.0,96.32,71.22,81.82,13.05
1630242000,5,2323.15,48.73,86.37,0.0,119.21,101.85,115.94,14.57
1630245600,5,2456.67,59.9,87.05,0.0,125.89,119.59,134.72,13.3
1630249200,5,2082.82,54.09,70.6,0.0,99.18,103.33,116.02,10.51
1630252800,5,1602.17,41.57,47.3,0.0,65.8,74.3,83.97,8.49
1630256400,5,1281.74,35.76,33.24,0.0,49.59,56.23,63.33,7.28
1630260000,4,1094.82,34.87,27.42,0.0,46.25,47.12,52.82,6.97
1630263600,4,921.25,30.85,22.62,0.0,41.01,38.56,43.45,6.9
1630267200,4,834.47,26.82,19.36,0.0,36.24,32.94,37.54,6.71
