dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1659560400,5,1388.55,29.5,20.91,0.0,30.99,60.09,69.67,12.54
1659564000,5,1495.36,37.1,20.56,0.0,37.19,67.73,77.89,13.68
1659567600,5,1682.28,47.83,20.22,0.0,45.3,78.55,90.22,14.82
1659571200,5,2162.93,65.27,20.39,0.18,58.17,101.28,117.14,18.49
1659574800,5,2162.93,79.57,27.08,0.6,87.74,96.04,111.89,16.47
1659578400,5,2002.72,76.0,30.16,0.95,90.6,82.97,97.78,14.06
1659582000,5,1548.77,53.64,32.9,2.91,77.25,62.15,74.05,12.03
1659585600,3,747.68,9.05,31.19,12.52,34.81,24.54,29.4,5.95
1659589200,2,600.81,2.49,27.76,15.91,26.7,16.16,19.43,4.94
1659592800,2,594.14,1.31,28.1,14.48,25.99,14.61,17.62,4.88
1659596400,2,620.84,2.12,29.47,10.64,28.37,15.37,18.46,5.07
1659600000,2,680.92,4.08,33.24,4.65,33.86,18.19,21.49,5.51
1659603600,2,707.63,3.02,33.59,4.6,30.99,19.71,22.95,5.26
1659607200,3,821.11,4.3,34.27,3.13,30.99,22.58,26.55,5.89
1659610800,4,988.01,11.96,32.9,0.3,36.24,26.92,32.16,6.9
1659614400,4,1081.47,19.0,29.82,0.02,40.05,31.83,38.47,7.98
1659618000,5,1522.06,31.74,29.13,0.0,46.25,51.55,63.9,11.78
1659621600,5,2082.82,44.7,27.08,0.0,48.64,79.35,99.38,15.45
1659625200,5,2323.15,48.73,25.02,0.0,45.78,95.86,120.54,17.48
1659628800,5,2216.34,45.15,23.99,0.0,39.1,92.09,115.62,16.47
1659632400,5,1789.09,36.66,23.31,0.0,30.99,70.95,87.26,11.53
1659636000,5,1415.25,28.16,22.62,0.0,27.42,54.42,64.67,8.87
1659639600,4,1148.22,19.89,21.59,0.0,24.32,43.41,50.47,7.73
1659643200,4,1054.76,15.65,20.73,0.01,22.41,40.27,46.4,7.28
1659646800,4,1028.06,14.31,20.73,0.02,22.89,39.31,45.28,7.09
1659650400,4,1014.71,14.53,20.56,0.02,24.56,38.01,44.05,6.97
1659654000,4,974.66,14.75,19.71,0.03,25.27,35.53,41.99,7.16
1659657600,4,961.3,14.75,19.02,0.4,26.7,32.29,39.11,7.66
1659661200,4,867.84,11.73,21.25,3.26,26.94,25.6,31.45,6.9
1659664800,3,761.03,8.05,21.59,10.01,25.03,20.93,26.04,6.52
1659668400,2,640.87,4.53,19.88,21.28,21.46,17.55,22.05,6.27
1659672000,2,494.0,2.43,14.22,34.69,15.26,11.86,14.75,4.56
1659675600,1,447.27,1.51,14.05,34.69,14.31,9.09,11.34,3.96
1659679200,1,433.92,0.99,14.39,33.26,13.71,7.76,9.75,3.83
1659682800,1,520.71,0.56,24.68,17.52,20.74,9.8,12.49,4.88
1659686400,2,660.9,4.47,30.85,3.08,28.85,13.89,17.62,6.21
1659690000,2,834.47,14.31,29.47,0.23,36.72,19.31,24.17,7.16
1659693600,4,1094.82,26.15,28.79,0.03,45.78,26.46,32.66,8.11
1659697200,4,1188.28,27.72,27.76,0.01,42.92,29.21,36.17,8.23
1659700800,4,1148.22,21.46,27.08,0.02,35.76,30.27,37.99,8.36
1659704400,4,1201.63,20.56,27.08,0.01,35.29,35.58,44.93,9.5
1659708000,4,1295.09,23.92,26.73,0.0,38.62,42.58,53.9,10.77
1659711600,4,1388.55,27.94,26.05,0.0,42.44,49.42,62.37,12.16
1659715200,5,1668.93,36.66,25.02,0.0,44.82,62.78,78.41,14.44
1659718800,5,1949.31,48.73,23.31,0.0,43.87,74.05,90.84,13.81
1659722400,5,1949.31,53.64,21.93,0.0,39.58,79.95,95.58,12.41
1659726000,5,1815.8,47.39,20.22,0.0,31.47,78.85,93.21,12.29
1659729600,5,1668.93,38.0,19.71,0.0,25.51,74.28,87.26,12.03
1659733200,5,1602.17,33.08,19.71,0.0,23.6,71.32,83.53,11.65
1659736800,5,1562.12,32.19,19.54,0.0,24.56,69.81,82.12,10.89
1659740400,5,1495.36,30.85,18.51,0.0,25.51,66.2,78.84,10.13
1659744000,5,1522.06,29.95,18.34,0.34,28.61,63.19,77.52,10.64
1659747600,5,1455.31,27.72,20.56,0.92,33.86,55.87,68.49,9.63
1659751200,5,1415.25,25.26,21.59,1.92,33.38,51.7,62.31,8.49
1659754800,4,1121.52,15.87,23.31,5.9,29.33,40.72,48.26,7.16
1659758400,3,694.27,4.02,20.05,22.89,19.79,22.47,26.14,4.24
1659762000,2,620.84,2.65,18.85,34.69,19.31,19.72,22.45,3.86
1659765600,2,607.49,2.26,19.02,42.56,19.55,19.39,21.74,3.77
1659769200,3,614.17,2.26,18.85,48.64,19.55,20.2,22.37,3.77
1659772800,3,647.54,2.37,20.73,47.21,20.74,23.04,25.26,3.86
1659776400,4,687.6,2.24,21.93,44.7,20.5,25.75,28.1,3.83
1659780000,4,767.71,1.76,26.39,37.19,21.7,28.63,31.38,4.24
1659783600,4,847.82,0.51,31.53,26.11,22.89,31.28,34.64,4.81
1659787200,4,881.2,0.09,31.87,21.64,22.41,34.04,38.13,5.32
1659790800,4,988.01,0.34,35.3,14.84,24.32,40.7,46.88,6.9
1659794400,4,1068.12,0.94,35.64,8.05,24.08,46.65,55.05,8.11
1659798000,4,1094.82,1.56,32.56,5.19,21.93,48.98,58.43,8.61
1659801600,4,1068.12,2.32,29.47,3.31,19.79,47.96,57.43,8.23
1659805200,4,1014.71,3.16,27.42,1.9,18.36,44.98,53.43,7.28
1659808800,4,974.66,4.3,26.05,0.96,18.36,45.13,52.8,7.09
1659812400,4,947.95,4.64,24.68,0.76,17.17,45.41,52.35,6.78
1659816000,4,921.25,4.86,23.65,0.67,16.69,44.83,51.09,6.59
1659819600,4,894.55,5.42,22.96,0.56,17.17,43.2,49.13,6.46
1659823200,4,867.84,6.48,22.62,0.42,19.07,39.93,45.28,6.08
1659826800,4,847.82,7.26,22.28,0.39,21.22,36.5,41.47,5.83
1659830400,4,867.84,8.27,22.28,0.64,23.37,33.29,38.66,6.33
1659834000,4,801.09,7.38,22.96,2.39,24.56,25.28,30.3,6.02
1659837600,2,654.22,4.97,21.59,6.71,21.93,17.61,21.97,5.64
1659841200,2,507.35,2.46,17.82,16.63,17.4,12.49,15.93,5.26
1659844800,2,433.92,1.84,13.19,31.11,13.47,10.11,12.41,4.18
1659848400,2,467.3,2.18,14.57,38.62,15.26,11.51,13.55,3.93
1659852000,2,514.03,2.74,16.11,45.78,17.4,13.7,15.8,3.99
1659855600,2,547.41,3.3,16.96,54.36,19.07,15.82,18.09,4.12
1659859200,2,587.46,3.35,20.91,46.49,21.22,16.14,18.69,4.31
1659862800,2,634.19,3.07,23.65,34.69,21.7,16.32,19.03,4.37
1659866400,2,767.71,2.85,29.13,20.92,22.89,19.05,22.35,4.88
1659870000,3,894.55,2.29,32.9,8.4,22.41,22.27,26.35,5.64
1659873600,3,921.25,2.65,30.5,3.35,20.74,24.68,29.64,6.59
1659877200,4,1001.36,4.58,29.13,1.42,21.46,29.81,37.05,8.49
1659880800,4,1054.76,6.03,26.73,0.69,20.5,33.92,43.41,9.37
1659884400,4,1054.76,6.48,25.36,0.55,18.84,35.58,46.53,9.5
1659888000,4,1028.06,6.98,24.33,0.4,16.93,34.05,45.07,8.74
1659891600,4,934.6,7.26,23.31,0.27,15.02,29.41,38.98,7.41
1659895200,4,894.55,9.39,22.28,0.12,17.4,28.88,37.95,7.16
1659898800,4,867.84,10.28,21.25,0.07,18.12,29.3,38.38,6.9
1659902400,4,881.2,11.51,20.05,0.04,18.6,31.6,41.32,7.03
1659906000,4,934.6,13.86,19.36,0.02,20.27,34.86,45.67,7.28
1659909600,4,988.01,17.88,19.19,0.0,24.08,38.21,50.26,7.66
1659913200,4,1041.41,21.01,20.05,0.0,28.61,41.47,54.64,8.23
1659916800,4,1214.98,24.59,21.93,0.22,34.81,49.63,65.12,10.26
1659920400,5,1415.25,29.95,24.33,1.4,43.39,56.74,72.48,11.02
1659924000,5,1361.85,27.72,27.08,4.47,44.82,56.27,69.86,9.63
1659927600,4,1068.12,16.76,30.16,15.38,40.53,48.51,58.92,7.92
1659931200,4,747.68,3.86,29.13,26.46,29.33,35.1,41.48,5.26
1659934800,4,707.63,2.04,27.42,31.11,26.23,32.49,37.15,4.56
1659938400,4,734.33,0.98,27.08,37.19,24.32,33.4,36.96,4.12
1659942000,4,767.71,0.47,25.02,47.21,21.22,35.77,38.63,3.8
1659945600,4,807.76,0.39,26.39,53.64,22.17,39.11,41.84,3.8
1659949200,4,834.47,0.44,27.42,53.64,22.65,39.72,42.48,3.86
1659952800,4,947.95,1.38,31.87,45.06,25.03,41.39,44.79,4.5
1659956400,4,1094.82,0.69,40.44,22.89,27.66,43.5,47.96,5.45
1659960000,4,1148.22,1.62,42.5,7.33,29.09,45.57,51.42,6.46
1659963600,5,1228.33,6.48,41.13,1.04,33.38,51.07,58.54,7.6
1659967200,5,1188.28,9.39,36.33,0.28,33.38,51.94,59.76,7.47
1659970800,4,1108.17,8.61,32.22,0.35,29.56,49.65,57.01,7.03
1659974400,4,1054.76,7.04,30.16,0.56,25.51,46.87,53.35,6.4
1659978000,4,988.01,6.71,28.45,0.53,23.37,43.99,48.97,5.38
1659981600,4,961.3,7.26,27.42,0.37,23.37,43.91,48.25,5.26
1659985200,4,934.6,6.76,25.02,0.46,21.22,44.44,48.55,5.38
1659988800,4,921.25,6.09,23.65,0.57,20.27,44.56,48.57,5.51
1659992400,4,907.9,6.54,22.62,0.49,20.5,43.42,47.5,5.51
1659996000,4,894.55,8.27,21.59,0.27,22.17,41.4,45.47,5.45
1659999600,4,854.49,9.28,20.22,0.23,22.65,36.71,40.65,5.32
1660003200,4,847.82,9.95,19.19,1.54,23.13,31.52,35.86,5.51
1660006800,3,794.41,9.72,19.88,4.69,24.08,24.52,29.02,5.64
1660010400,3,720.98,8.94,19.71,9.12,24.08,20.53,25.09,6.02
1660014000,2,600.81,5.42,18.85,18.42,21.22,17.23,21.33,5.83
1660017600,2,547.41,3.24,17.65,29.68,18.6,16.35,19.46,5.07
1660021200,3,620.84,3.63,20.39,33.26,20.74,20.63,23.92,5.19
1660024800,4,700.95,2.93,21.93,38.27,20.27,25.04,28.39,4.94
1660028400,4,741.0,2.01,22.62,40.41,19.31,26.92,30.01,4.5
1660032000,4,767.71,2.01,26.73,35.76,23.13,27.7,30.78,4.56
1660035600,4,774.38,2.18,31.87,27.89,27.66,26.92,30.05,4.81
1660039200,4,1214.98,7.6,41.81,12.87,33.38,36.34,42.06,7.09
1660042800,5,1949.31,22.58,44.55,0.88,38.62,55.32,65.69,10.01
1660046400,5,2429.96,36.66,38.04,0.0,42.92,75.93,91.77,13.81
1660050000,5,2857.21,46.94,35.64,0.0,47.68,103.4,126.46,17.48
1660053600,5,2536.77,41.13,32.22,0.0,40.53,99.88,124.11,14.31
1660057200,5,1815.8,26.15,27.76,0.0,30.99,70.73,89.6,10.77
1660060800,4,1201.63,14.98,25.02,0.03,24.08,43.35,55.83,8.23
1660064400,4,988.01,12.29,23.65,0.06,20.74,34.1,43.67,6.71
1660068000,4,867.84,10.95,22.28,0.08,20.03,30.69,38.99,6.14
1660071600,4,781.06,9.16,20.05,0.15,18.36,28.09,35.52,5.83
1660075200,4,734.33,8.83,18.68,0.17,18.36,26.44,33.13,5.7
1660078800,3,694.27,9.72,17.82,0.13,19.79,24.96,31.14,5.7
1660082400,3,660.9,11.06,17.31,0.09,21.46,23.19,29.1,5.76
1660086000,3,627.52,10.95,16.28,0.11,21.46,20.43,26.43,5.89
1660089600,2,647.54,11.73,15.08,0.82,21.93,19.27,25.86,6.4
1660093200,2,667.57,13.63,14.05,2.53,23.6,16.53,22.88,6.08
1660096800,2,634.19,13.97,12.0,7.06,23.37,13.63,19.32,5.83
1660100400,2,534.06,9.72,11.82,19.85,21.22,11.55,16.36,5.51
1660104000,2,397.21,3.55,10.11,47.21,14.66,11.18,14.24,3.83
1660107600,2,400.54,2.51,11.82,60.08,15.97,14.26,16.74,3.48
1660111200,2,420.57,2.24,14.05,59.37,17.64,14.67,16.9,3.42
1660114800,2,427.25,2.29,15.42,49.35,17.88,12.1,14.21,3.45
1660118400,2,453.95,2.65,17.65,38.98,20.03,10.92,13.19,3.8
1660122000,2,500.68,2.37,20.73,30.04,21.93,11.55,14.1,4.24
1660125600,2,741.0,3.63,31.53,14.48,29.33,17.39,21.4,5.95
1660129200,4,1041.41,8.72,37.01,1.88,34.81,25.86,31.9,7.41
1660132800,4,1241.68,15.42,35.64,0.08,37.67,35.74,44.06,8.23
1660136400,4,1455.31,22.13,37.36,0.01,41.96,49.03,61.2,10.01
1660140000,5,1428.6,22.35,35.99,0.01,39.1,52.21,66.96,10.39
1660143600,4,1308.44,19.89,32.56,0.01,33.86,49.36,63.99,10.01
1660147200,4,1214.98,17.88,29.13,0.01,29.56,44.75,58.1,8.99
1660150800,4,1094.82,16.54,27.08,0.01,26.7,39.4,50.9,7.6
1660154400,4,988.01,15.65,25.36,0.01,25.99,37.01,47.38,7.03
1660158000,4,881.2,13.3,23.65,0.03,23.84,34.27,43.78,6.59
1660161600,4,814.44,11.96,21.93,0.05,22.65,32.0,40.65,6.27
1660165200,4,767.71,11.62,21.25,0.07,23.13,30.2,38.04,6.08
1660168800,4,727.65,11.73,21.25,0.08,24.32,28.78,36.02,5.95
1660172400,4,694.27,10.06,20.91,0.18,23.37,26.46,33.35,5.76
1660176000,4,720.98,8.49,21.08,1.31,22.41,26.19,33.47,5.89
1660179600,3,727.65,4.69,25.02,5.68,22.17,24.9,30.91,5.13
1660183200,4,741.0,2.85,28.79,8.23,24.8,26.12,31.36,5.38
1660186800,4,734.33,1.59,31.19,10.91,27.89,28.29,33.36,5.83
1660190400,4,734.33,3.91,27.42,23.25,29.33,29.75,34.19,5.45
1660194000,4,741.0,2.91,27.08,36.48,26.7,31.29,34.91,4.62
1660197600,4,754.36,1.68,25.7,43.99,22.89,31.74,34.62,3.86
1660201200,4,774.38,1.02,24.33,49.35,20.03,32.21,34.77,3.55
1660204800,4,814.44,0.96,26.73,47.92,22.65,33.46,36.18,3.83
1660208400,4,867.84,0.85,30.16,41.48,25.75,34.25,37.29,4.24
1660212000,4,1068.12,1.29,41.47,22.89,33.38,39.01,43.41,5.7
1660215600,4,1321.79,4.02,48.67,4.52,39.1,46.11,52.61,7.16
1660219200,5,1482.01,10.06,45.93,0.34,41.96,53.05,61.82,8.36
1660222800,5,1922.61,21.46,45.24,0.02,48.16,73.83,88.78,11.91
1660226400,5,2403.26,32.19,43.53,0.0,49.59,99.54,123.12,14.57
1660230000,5,2643.59,37.1,41.47,0.0,47.21,114.85,144.27,15.71
1660233600,5,2857.21,42.02,39.41,0.0,43.87,127.18,160.83,16.21
1660237200,5,3044.13,49.62,37.01,0.0,40.05,133.51,167.66,15.33
1660240800,5,3124.24,56.33,35.3,0.0,40.53,140.44,174.63,17.23
1660244400,5,2937.32,55.43,32.9,0.0,39.58,141.07,172.07,18.49
1660248000,5,2563.48,47.83,30.5,0.0,35.76,131.78,155.67,16.47
1660251600,5,2243.04,41.13,29.82,0.0,33.86,122.0,141.61,14.19
1660255200,5,2056.12,38.44,29.47,0.0,35.76,114.45,131.74,12.92
1660258800,5,2029.42,40.23,28.45,0.0,39.58,112.3,129.49,12.41
1660262400,5,2162.93,44.7,29.47,1.83,49.59,113.56,132.95,14.44
1660266000,5,2109.53,44.26,38.73,3.26,63.9,104.15,123.14,14.31
1660269600,5,2136.23,39.79,45.93,12.16,67.71,100.63,120.05,14.19
1660273200,5,1735.69,21.23,52.09,45.78,63.9,91.37,108.81,13.17
1660276800,5,834.47,5.2,26.73,87.98,36.24,50.12,58.88,6.4
1660280400,4,654.22,2.4,20.91,97.27,29.56,40.68,46.81,5.32
1660284000,4,614.17,1.36,20.56,89.41,27.18,33.93,39.15,5.07
1660287600,4,634.19,0.92,25.36,67.23,30.04,28.6,33.05,5.19
1660291200,4,734.33,1.1,34.27,47.92,38.15,30.35,35.03,6.08
1660294800,4,867.84,0.73,42.5,32.9,44.82,34.57,39.89,6.71
1660298400,5,2216.34,17.66,60.32,3.53,52.93,68.86,81.69,12.03
1660302000,5,4646.3,73.31,57.58,0.04,66.76,137.67,163.64,20.52
1660305600,5,7049.56,130.53,58.26,0.0,89.65,228.84,269.71,33.44
1660309200,5,10681.15,209.21,67.17,0.0,129.7,390.71,456.25,63.84
1660312800,5,14099.12,282.53,73.34,0.0,158.31,577.39,669.96,92.21
1660316400,5,16448.97,332.59,75.4,0.0,177.38,746.37,857.56,112.47
1660320000,5,18157.96,375.51,76.77,0.0,190.73,885.13,1004.7,125.65
1660323600,5,18585.21,393.39,79.51,0.0,186.92,936.13,1034.27,120.58
1660327200,5,17089.84,371.93,80.2,0.0,164.03,873.9,946.88,104.37
1660330800,5,15167.24,332.59,74.71,0.0,135.42,790.16,844.49,89.17
1660334400,5,13565.06,307.56,65.12,0.0,104.9,730.51,770.84,69.92
1660338000,5,11962.89,278.95,55.52,0.0,79.15,663.65,695.58,51.17
1660341600,5,10574.34,257.49,47.3,0.0,60.56,599.89,626.68,33.44
1660345200,5,10040.28,253.92,37.01,0.0,46.25,582.63,606.85,21.03
1660348800,5,10040.28,253.92,29.13,0.03,43.87,587.45,613.07,19.0
1660352400,5,3845.21,92.98,42.84,0.53,64.85,215.0,231.27,10.13
1660356000,5,3231.05,70.63,46.61,1.5,65.8,166.98,183.26,12.03
1660359600,5,2563.48,45.15,52.09,5.19,60.08,129.24,143.18,12.41
1660363200,4,961.3,8.05,30.85,31.11,30.04,43.45,48.94,5.89
1660366800,4,667.57,3.24,20.39,51.5,22.17,26.65,30.39,5.07
1660370400,4,647.54,2.07,16.62,71.53,20.03,27.47,30.8,5.32
1660374000,4,627.52,1.37,12.85,85.12,15.97,28.33,31.13,5.13
1660377600,4,594.14,1.45,12.0,91.55,15.14,28.05,30.71,5.32
1660381200,4,587.46,1.56,12.0,97.27,15.26,28.11,30.96,5.89
1660384800,4,934.6,2.71,24.33,80.82,21.22,36.6,42.24,10.51
1660388400,4,1361.85,1.38,40.1,47.21,24.8,48.9,58.27,16.72
1660392000,5,1602.17,0.08,45.93,22.71,25.03,60.96,73.78,20.77
1660395600,5,1762.39,0.66,48.67,10.28,26.7,74.11,90.47,21.03
1660399200,5,1642.23,1.01,43.87,6.97,23.84,74.39,91.88,17.73
1660402800,5,1388.55,0.71,37.7,8.58,20.27,63.95,79.8,14.19
1660406400,4,1041.41,0.19,31.19,15.56,18.12,46.66,58.13,10.39
1660410000,4,961.3,0.27,29.82,13.41,16.69,42.54,52.27,8.11
1660413600,4,947.95,0.44,29.13,10.37,16.45,43.21,52.38,6.9
1660417200,4,947.95,0.64,27.76,7.78,14.9,44.85,53.95,6.46
1660420800,4,988.01,1.42,27.08,4.07,14.54,47.79,57.41,6.59
1660424400,5,1041.41,3.55,26.39,1.2,15.74,51.58,61.84,6.9
1660428000,5,1108.17,7.71,24.68,0.18,18.36,55.57,66.58,7.28
1660431600,5,1174.93,12.96,22.62,0.03,23.13,59.22,70.98,7.92
1660435200,5,1361.85,21.68,21.25,1.74,31.95,65.71,79.28,10.26
1660438800,5,1548.77,31.74,24.68,6.71,46.73,69.97,84.3,11.65
1660442400,5,1602.17,31.74,34.62,11.44,55.79,71.46,85.54,11.91
1660446000,5,1388.55,21.46,45.24,17.88,56.27,66.88,79.38,11.27
1660449600,4,774.38,4.64,28.79,36.48,28.85,32.24,37.99,5.95
1660453200,3,607.49,3.07,18.16,55.07,20.5,22.62,26.22,4.56
1660456800,3,574.11,2.35,14.22,76.53,18.12,24.48,27.48,4.31
1660460400,4,554.08,1.52,12.0,87.26,15.5,26.58,29.22,4.18
1660464000,4,560.76,1.13,14.22,76.53,15.74,25.56,28.12,4.5
1660467600,3,580.79,0.47,17.65,59.37,16.45,22.29,24.71,4.31
1660471200,4,847.82,0.5,34.62,27.89,26.46,25.81,29.73,6.4
1660474800,4,1348.5,9.05,55.52,2.91,46.25,40.19,47.19,8.99
1660478400,5,2109.53,31.74,71.97,0.0,77.25,70.62,81.99,11.65
1660482000,5,3578.19,54.54,89.11,0.0,82.97,136.9,160.97,15.33
1660485600,5,4646.3,66.16,82.94,0.0,66.76,197.34,237.03,19.25
1660489200,5,5073.55,70.63,70.6,0.0,59.6,235.53,287.78,25.08
1660492800,5,5073.55,74.21,58.95,0.0,54.84,250.06,303.25,27.87
1660496400,5,4432.68,67.06,49.35,0.0,42.92,222.53,265.48,20.77
1660500000,5,3524.78,54.99,42.16,0.0,37.67,183.46,214.31,15.71
1660503600,5,2243.04,29.06,38.04,0.0,31.95,125.18,141.13,10.64
1660507200,5,1762.39,16.32,35.99,0.03,26.7,102.96,112.38,8.61
1660510800,5,1588.82,11.51,34.62,0.12,24.8,95.0,101.56,7.54
1660514400,5,1014.71,2.74,36.33,3.4,29.56,63.08,67.32,4.81
1660518000,5,934.6,8.27,28.1,0.45,31.47,52.31,57.09,5.83
1660521600,5,1054.76,17.43,21.59,0.29,35.76,50.96,57.65,7.79
1660525200,5,1255.04,28.61,20.22,0.27,45.3,52.84,61.07,8.99
1660528800,5,1375.2,37.55,20.73,0.17,54.36,53.95,62.88,9.5
1660532400,5,1375.2,38.89,21.93,0.11,59.13,50.67,59.58,9.63
1660536000,4,1014.71,21.68,23.99,1.29,44.82,32.97,39.04,7.09
1660539600,3,841.14,14.75,25.02,1.9,39.1,24.63,29.24,5.95
1660543200,3,767.71,11.51,26.39,3.58,36.72,21.44,25.33,5.38
1660546800,2,707.63,6.93,27.08,7.96,31.47,19.36,22.79,5.13
1660550400,2,707.63,4.3,29.47,12.16,30.99,19.69,23.16,5.51
1660554000,3,727.65,2.82,31.53,14.48,31.47,20.31,23.98,5.95
1660557600,4,947.95,6.76,37.7,7.6,37.67,25.94,31.06,7.98
1660561200,4,1268.39,16.99,39.76,0.63,44.82,35.57,43.0,9.63
1660564800,4,1415.25,26.82,34.96,0.0,48.64,44.19,53.81,10.39
1660568400,5,1842.5,42.02,32.9,0.0,55.79,67.09,82.52,13.17
1660572000,5,2563.48,61.69,30.85,0.0,61.99,105.01,128.58,17.23
1660575600,5,3177.64,73.31,29.13,0.0,61.99,141.46,172.25,20.77
1660579200,5,3391.27,75.1,27.76,0.0,54.36,153.73,188.25,20.01
1660582800,5,2696.99,59.01,24.68,0.0,38.62,115.84,143.61,12.54
1660586400,5,1735.69,37.1,21.93,0.0,29.33,70.49,88.27,8.49
1660590000,4,1228.33,23.47,19.54,0.0,23.13,49.39,61.12,7.54
1660593600,5,1321.79,25.93,17.48,0.0,22.65,56.25,68.57,9.37
1660597200,5,1522.06,33.97,16.45,0.0,27.89,69.41,83.83,13.05
1660600800,5,1762.39,46.04,16.62,0.0,36.24,85.68,102.33,16.21
1660604400,5,1869.2,51.41,16.45,0.0,39.1,89.35,106.72,14.44
1660608000,5,1869.2,49.17,17.48,0.55,43.39,82.16,100.1,13.68
1660611600,5,1415.25,37.55,21.76,0.65,48.16,55.18,68.39,10.64
1660615200,4,1308.44,33.08,23.31,0.68,47.21,47.9,59.44,9.5
1660618800,4,1094.82,24.59,26.05,0.76,43.87,39.95,48.87,8.36
1660622400,2,654.22,2.21,26.73,8.4,22.65,19.7,23.33,4.02
1660626000,2,567.44,0.3,21.76,18.42,18.6,14.3,16.67,3.32
1660629600,2,520.71,0.24,19.19,21.82,16.69,10.49,12.34,3.1
1660633200,1,494.0,0.39,17.48,26.46,15.74,8.81,10.45,3.07
1660636800,1,507.35,0.33,19.88,23.25,18.36,9.17,10.96,3.36
1660640400,1,534.06,0.42,22.62,16.27,20.5,9.63,11.65,3.64
1660644000,2,694.27,3.44,29.47,5.81,28.13,13.69,16.81,5.13
1660647600,3,934.6,10.51,31.19,0.69,34.33,20.88,25.73,6.65
1660651200,4,1108.17,16.54,30.16,0.04,37.67,28.96,35.9,7.73
1660654800,4,1441.96,25.7,31.19,0.0,43.39,45.07,56.96,10.77
1660658400,5,1735.69,31.74,31.19,0.0,42.44,60.7,78.42,12.79
1660662000,5,1815.8,31.74,29.82,0.0,38.15,67.71,88.92,13.17
1660665600,5,1789.09,30.85,28.45,0.0,33.86,66.8,86.39,12.16
1660669200,5,1668.93,29.95,27.08,0.0,30.28,59.91,75.78,10.13
1660672800,5,1535.42,29.06,26.05,0.0,29.8,55.89,69.09,9.25
1660676400,5,1482.01,28.61,23.99,0.0,27.42,57.59,70.12,9.37
1660680000,5,1602.17,33.08,22.28,0.0,28.13,67.94,81.44,11.02
1660683600,5,1815.8,42.47,21.08,0.0,32.9,83.82,99.34,14.06
1660687200,5,2082.82,53.64,20.56,0.0,39.1,99.74,116.93,15.71
1660690800,5,2056.12,51.86,19.02,0.0,36.24,96.15,111.99,13.05
1660694400,5,1895.9,40.23,18.68,0.14,34.81,79.46,94.11,11.15
1660698000,4,1068.12,19.0,22.96,0.51,34.33,37.98,44.88,6.08
1660701600,4,974.66,15.65,22.96,0.67,32.9,30.46,36.1,5.76
1660705200,3,841.14,9.72,24.33,0.96,29.56,23.92,28.55,5.32
1660708800,2,614.17,3.44,20.22,9.48,20.98,13.91,16.96,4.02
1660712400,2,547.41,2.93,18.85,13.05,20.27,10.39,13.0,3.96
1660716000,1,547.41,2.96,19.36,15.56,21.22,9.98,12.65,4.31
1660719600,2,627.52,5.59,23.99,14.48,28.61,12.85,16.25,5.64
1660723200,2,700.95,6.71,28.1,13.41,32.9,16.19,19.99,6.14
1660726800,2,741.0,6.37,28.79,14.13,31.95,17.57,21.28,5.64
1660730400,3,1041.41,9.61,32.22,8.14,30.52,23.61,29.03,6.52
1660734000,4,1522.06,19.0,33.93,1.52,32.42,35.5,44.48,8.61
1660737600,5,1922.61,28.61,33.24,0.0,36.72,51.95,65.83,11.53
1660741200,5,2510.07,42.02,35.64,0.0,45.3,81.75,103.2,15.71
1660744800,5,2883.91,49.62,37.01,0.0,47.68,107.41,135.62,17.48
1660748400,5,2937.32,49.17,36.33,0.0,44.82,118.26,150.44,18.75
1660752000,5,2777.1,46.04,34.62,0.0,40.05,113.97,145.7,17.23
1660755600,5,2429.96,41.57,32.9,0.0,34.33,96.09,122.25,12.54
1660759200,5,2082.82,36.21,31.53,0.0,32.42,82.61,103.92,10.26
1660762800,5,1735.69,29.95,29.13,0.0,30.28,71.66,90.5,9.5
1660766400,5,1628.88,28.61,26.39,0.0,29.33,69.34,87.84,9.88
1660770000,5,1602.17,31.74,23.99,0.0,30.99,71.39,90.26,10.64
1660773600,5,1602.17,36.21,21.76,0.0,34.33,72.76,91.52,10.77
1660777200,5,1455.31,34.42,18.16,0.0,32.9,62.34,78.42,9.5
1660780800,4,1268.39,28.61,15.77,0.87,32.42,48.15,61.53,8.87
1660784400,4,961.3,21.46,16.45,5.45,33.38,31.07,40.32,6.78
1660788000,4,867.84,17.21,19.36,15.91,33.86,27.85,36.01,6.84
1660791600,4,754.36,9.95,22.28,45.06,31.95,32.54,39.66,6.84
1660795200,4,540.73,3.38,13.54,82.25,19.79,35.8,40.16,4.88
1660798800,4,480.65,2.6,12.0,94.41,18.84,35.8,39.21,4.69
1660802400,4,467.3,2.4,12.17,100.14,19.55,34.09,37.12,4.88
1660806000,4,487.33,2.77,15.59,94.41,22.41,32.06,35.15,5.57
1660809600,4,547.41,3.05,22.28,74.39,26.7,28.88,32.24,6.27
1660813200,4,614.17,1.82,27.42,56.51,27.66,27.73,31.17,5.95
1660816800,4,734.33,0.52,33.93,41.84,29.56,30.45,34.59,6.21
1660820400,4,881.2,0.2,42.16,27.54,34.81,34.08,39.61,7.09
1660824000,4,1014.71,0.73,50.04,12.52,41.48,38.77,46.22,8.61
1660827600,5,1428.6,9.95,58.95,0.98,56.74,57.07,69.93,12.92
